;age;sex;marital-status;native-country;race;education;hours-per-week;capital-gain;workclass
12223;20;Female;Never-married;United-States;White;Some-college;20;0;Private
12224;37;Male;Married-civ-spouse;United-States;White;Masters;50;7688;Local-gov
12225;57;Female;Divorced;United-States;Black;Assoc-acdm;40;0;Private
12226;57;Male;Married-civ-spouse;United-States;White;HS-grad;48;0;Self-emp-not-inc
12227;21;Female;Never-married;United-States;White;Assoc-acdm;8;0;Private
12228;40;Male;Divorced;United-States;White;Some-college;40;0;Private
12229;23;Male;Separated;United-States;White;Some-college;40;0;Private
12230;54;Male;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
12231;38;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
12232;32;Male;Married-civ-spouse;United-States;White;Some-college;60;15024;Private
12233;22;Female;Never-married;United-States;White;Some-college;40;0;State-gov
12234;27;Female;Never-married;United-States;White;HS-grad;42;0;Private
12235;42;Male;Married-civ-spouse;El-Salvador;White;5th-6th;40;0;Private
12236;36;Female;Never-married;United-States;White;HS-grad;47;0;Private
12237;22;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
12238;40;Male;Separated;United-States;Black;9th;40;0;State-gov
12239;26;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
12240;46;Male;Never-married;United-States;Black;HS-grad;40;0;State-gov
12241;28;Male;Married-civ-spouse;United-States;White;11th;60;0;Private
12242;46;Male;Never-married;United-States;White;Bachelors;45;0;State-gov
12243;55;Female;Divorced;United-States;White;HS-grad;40;0;Private
12244;76;Female;Divorced;United-States;White;Some-college;20;0;Private
12245;27;Male;Never-married;United-States;White;Bachelors;60;0;Private
12246;50;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12247;75;Male;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
12248;42;Male;Married-civ-spouse;United-States;White;Masters;40;0;Federal-gov
12249;36;Female;Never-married;United-States;Black;Masters;40;0;Local-gov
12250;51;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12251;43;Male;Married-civ-spouse;United-States;White;Prof-school;55;15024;Private
12252;44;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12254;60;Male;Married-civ-spouse;Italy;White;5th-6th;45;0;Private
12255;47;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;State-gov
12256;73;Male;Married-civ-spouse;United-States;White;11th;15;0;Private
12257;27;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
12258;50;Male;Married-civ-spouse;United-States;White;HS-grad;50;15024;Private
12259;35;Male;Married-civ-spouse;Puerto-Rico;White;7th-8th;40;0;Private
12261;45;Male;Married-civ-spouse;Germany;White;Bachelors;40;0;Private
12262;57;Male;Married-civ-spouse;South;Asian-Pac-Islander;HS-grad;40;0;Private
12263;34;Male;Married-civ-spouse;Nicaragua;White;HS-grad;40;0;Private
12264;19;Female;Never-married;United-States;White;Some-college;16;0;Private
12265;25;Male;Never-married;United-States;Black;HS-grad;40;0;Private
12266;39;Female;Married-civ-spouse;Germany;White;Bachelors;50;0;Private
12267;28;Male;Married-civ-spouse;Poland;White;HS-grad;40;0;Private
12268;48;Female;Divorced;United-States;White;Masters;40;0;State-gov
12269;38;Male;Married-civ-spouse;United-States;White;HS-grad;44;0;Private
12270;53;Female;Married-civ-spouse;Haiti;Black;5th-6th;10;0;Private
12271;19;Male;Never-married;United-States;White;HS-grad;40;0;Private
12272;41;Female;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
12273;23;Female;Never-married;United-States;Black;Assoc-acdm;36;0;Private
12274;32;Male;Never-married;United-States;White;HS-grad;40;0;Private
12275;35;Male;Divorced;United-States;Amer-Indian-Eskimo;Some-college;40;0;Private
12276;21;Female;Never-married;United-States;White;Assoc-voc;30;0;Private
12277;24;Male;Never-married;United-States;White;Bachelors;40;0;Private
12278;34;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
12279;29;Female;Married-civ-spouse;United-States;White;Bachelors;25;0;Local-gov
12281;55;Female;Widowed;United-States;White;HS-grad;40;0;Private
12282;28;Male;Married-spouse-absent;Philippines;Asian-Pac-Islander;HS-grad;40;0;Private
12283;46;Male;Never-married;United-States;White;HS-grad;40;0;Local-gov
12284;38;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12285;29;Female;Divorced;United-States;Black;Some-college;40;0;Private
12286;35;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
12287;29;Male;Never-married;United-States;Black;HS-grad;40;0;Private
12288;41;Male;Married-civ-spouse;United-States;White;Doctorate;50;0;State-gov
12289;40;Male;Married-civ-spouse;United-States;White;HS-grad;32;0;Self-emp-not-inc
12290;30;Female;Divorced;United-States;White;HS-grad;40;0;Private
12291;72;Female;Divorced;United-States;Black;11th;35;0;Private
12292;17;Male;Never-married;United-States;White;11th;40;0;Private
12293;46;Male;Married-civ-spouse;United-States;White;HS-grad;70;0;Self-emp-inc
12294;38;Male;Never-married;United-States;White;Bachelors;48;0;Private
12295;36;Female;Never-married;United-States;White;Bachelors;45;0;Private
12296;24;Male;Never-married;United-States;White;Assoc-acdm;40;0;Self-emp-not-inc
12297;28;Female;Divorced;United-States;White;HS-grad;35;0;Private
12298;28;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12300;42;Male;Married-civ-spouse;United-States;Other;Some-college;40;0;Local-gov
12301;48;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12302;37;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
12303;32;Male;Never-married;United-States;White;Doctorate;40;0;Private
12304;55;Male;Married-civ-spouse;Puerto-Rico;Black;Some-college;40;7688;Private
12305;30;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
12306;68;Female;Widowed;United-States;White;7th-8th;10;0;Private
12307;45;Female;Divorced;United-States;White;HS-grad;30;0;Private
12308;26;Female;Divorced;United-States;White;HS-grad;40;0;Private
12309;22;Female;Never-married;United-States;White;Some-college;40;0;Private
12310;22;Male;Never-married;United-States;White;Some-college;40;0;Private
12311;36;Male;Married-civ-spouse;United-States;White;Some-college;40;7298;Private
12312;52;Female;Never-married;United-States;Black;7th-8th;40;0;Private
12313;68;Female;Widowed;United-States;White;Prof-school;16;0;Private
12314;26;Female;Married-civ-spouse;United-States;Black;Bachelors;40;0;Local-gov
12316;46;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-not-inc
12317;53;Male;Married-civ-spouse;United-States;White;Masters;40;7298;Private
12318;17;Female;Never-married;United-States;White;11th;8;0;Private
12319;29;Male;Married-civ-spouse;United-States;White;Bachelors;75;0;Private
12320;41;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
12321;45;Female;Divorced;Trinadad&Tobago;Black;Some-college;40;0;Private
12322;57;Female;Divorced;United-States;White;Some-college;50;0;Private
12323;30;Male;Married-civ-spouse;Japan;White;Bachelors;30;0;Federal-gov
12324;46;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
12325;45;Male;Married-civ-spouse;United-States;White;Assoc-acdm;40;0;Private
12327;40;Male;Married-civ-spouse;United-States;White;Assoc-acdm;52;0;Private
12328;38;Female;Divorced;United-States;White;HS-grad;20;2036;State-gov
12330;59;Male;Married-civ-spouse;United-States;White;7th-8th;85;0;Self-emp-not-inc
12331;36;Male;Never-married;United-States;White;Some-college;40;0;Private
12332;40;Male;Never-married;United-States;White;7th-8th;40;0;Private
12333;18;Female;Never-married;United-States;Black;10th;40;0;Private
12335;63;Female;Divorced;United-States;White;HS-grad;40;0;Private
12336;29;Female;Never-married;United-States;White;Masters;80;0;Private
12337;27;Female;Married-civ-spouse;United-States;Black;Bachelors;45;0;Private
12338;47;Male;Divorced;France;White;Doctorate;50;0;State-gov
12339;20;Male;Never-married;United-States;White;HS-grad;40;0;Local-gov
12340;48;Male;Married-civ-spouse;United-States;White;Assoc-acdm;45;0;Private
12341;29;Male;Married-civ-spouse;Mexico;White;HS-grad;30;0;Private
12342;22;Female;Never-married;United-States;White;HS-grad;40;0;Private
12343;42;Female;Widowed;United-States;White;Assoc-acdm;24;0;Private
12344;36;Male;Divorced;United-States;White;Assoc-voc;40;0;Private
12345;60;Female;Divorced;United-States;Black;10th;40;0;Private
12346;41;Female;Separated;United-States;Black;HS-grad;40;0;Federal-gov
12347;43;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12348;33;Male;Married-civ-spouse;United-States;White;Bachelors;38;0;Private
12349;34;Female;Married-civ-spouse;United-States;White;7th-8th;40;0;Private
12350;32;Female;Never-married;United-States;White;HS-grad;35;0;Private
12352;52;Female;Widowed;Puerto-Rico;White;9th;25;0;Private
12353;27;Male;Never-married;United-States;White;Assoc-acdm;40;0;Private
12354;60;Male;Married-civ-spouse;United-States;White;Masters;40;0;Local-gov
12355;41;Female;Married-civ-spouse;United-States;White;Bachelors;40;7688;Self-emp-not-inc
12356;34;Male;Never-married;United-States;White;Bachelors;62;0;Self-emp-not-inc
12357;30;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12358;35;Female;Separated;United-States;White;Some-college;25;0;Private
12359;39;Female;Divorced;United-States;Black;Bachelors;40;0;Federal-gov
12360;64;Female;Widowed;United-States;White;Some-college;40;0;Private
12361;17;Male;Never-married;United-States;White;11th;20;0;Self-emp-not-inc
12363;37;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Local-gov
12364;43;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Self-emp-not-inc
12365;30;Male;Married-civ-spouse;United-States;White;HS-grad;25;0;Self-emp-not-inc
12366;17;Female;Never-married;United-States;White;10th;12;0;Private
12367;29;Male;Never-married;Guatemala;White;HS-grad;40;0;Private
12368;24;Male;Never-married;India;White;Some-college;40;0;Private
12369;27;Male;Never-married;United-States;White;Bachelors;50;0;Self-emp-not-inc
12370;69;Male;Separated;United-States;White;Bachelors;40;0;Self-emp-inc
12371;30;Male;Married-spouse-absent;United-States;White;HS-grad;40;0;Private
12372;29;Male;Married-civ-spouse;Puerto-Rico;White;HS-grad;40;0;Private
12374;61;Male;Married-civ-spouse;United-States;Black;7th-8th;40;0;Private
12375;70;Female;Widowed;United-States;Black;7th-8th;38;0;Private
12376;32;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12378;27;Male;Never-married;United-States;White;HS-grad;50;9562;Self-emp-not-inc
12379;27;Female;Never-married;United-States;White;Bachelors;40;0;Private
12380;19;Female;Never-married;United-States;White;Some-college;25;0;Private
12381;44;Male;Married-civ-spouse;United-States;Black;Masters;60;0;State-gov
12382;36;Female;Never-married;United-States;White;Some-college;40;0;Private
12383;45;Male;Married-civ-spouse;United-States;White;Masters;50;7298;Private
12384;29;Female;Never-married;Poland;White;Bachelors;60;0;Private
12385;34;Male;Married-civ-spouse;United-States;White;Bachelors;54;7298;Federal-gov
12386;28;Male;Never-married;United-States;White;Bachelors;50;0;Local-gov
12387;34;Male;Never-married;El-Salvador;White;5th-6th;40;0;Private
12388;18;Female;Never-married;United-States;White;HS-grad;20;0;Private
12389;39;Female;Divorced;United-States;White;Some-college;45;0;Private
12390;34;Male;Never-married;United-States;White;Some-college;40;0;Private
12391;35;Female;Divorced;United-States;White;Masters;41;0;Local-gov
12392;24;Male;Never-married;United-States;White;HS-grad;40;0;Private
12393;41;Male;Married-civ-spouse;United-States;White;Bachelors;70;0;Private
12394;50;Male;Married-civ-spouse;United-States;White;Doctorate;45;0;State-gov
12395;68;Male;Divorced;United-States;White;Some-college;30;0;Private
12396;35;Male;Never-married;United-States;White;11th;50;0;Private
12397;47;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
12398;43;Female;Divorced;United-States;White;Masters;40;0;Local-gov
12399;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12400;34;Female;Never-married;United-States;White;Some-college;17;0;Private
12401;26;Male;Never-married;United-States;White;HS-grad;40;0;Private
12402;50;Female;Divorced;United-States;White;Some-college;40;0;Private
12403;22;Female;Never-married;United-States;White;HS-grad;40;0;Private
12404;20;Male;Never-married;United-States;Asian-Pac-Islander;HS-grad;40;0;Private
12406;52;Male;Married-civ-spouse;United-States;Asian-Pac-Islander;HS-grad;40;0;Self-emp-not-inc
12407;71;Male;Married-civ-spouse;United-States;White;HS-grad;28;0;State-gov
12408;55;Female;Divorced;United-States;White;HS-grad;40;0;Private
12409;17;Female;Never-married;United-States;White;11th;8;0;Private
12410;36;Female;Widowed;United-States;White;Some-college;40;0;Private
12412;39;Male;Married-civ-spouse;Nicaragua;White;12th;40;0;Local-gov
12413;27;Male;Never-married;Philippines;Asian-Pac-Islander;Bachelors;40;0;Private
12414;42;Female;Divorced;United-States;White;HS-grad;40;0;Private
12415;22;Male;Married-spouse-absent;United-States;White;HS-grad;40;0;Private
12416;57;Male;Never-married;United-States;White;Assoc-voc;40;0;Private
12417;34;Male;Never-married;United-States;Black;Some-college;28;0;Private
12418;31;Female;Never-married;United-States;White;Masters;60;0;Private
12419;24;Male;Never-married;United-States;White;Bachelors;40;0;Private
12420;41;Male;Never-married;Jamaica;Black;HS-grad;60;0;Self-emp-not-inc
12421;30;Female;Divorced;England;White;Some-college;40;6849;Private
12422;17;Female;Never-married;United-States;White;11th;32;0;Private
12423;26;Female;Separated;Honduras;White;HS-grad;20;0;Self-emp-inc
12424;32;Male;Never-married;Mexico;Other;1st-4th;50;0;Private
12425;55;Male;Married-civ-spouse;United-States;White;10th;45;0;Private
12426;19;Female;Married-spouse-absent;United-States;Other;12th;20;0;Private
12427;28;Female;Divorced;United-States;White;Masters;50;0;Private
12429;49;Male;Married-civ-spouse;United-States;White;Prof-school;60;0;Private
12430;23;Male;Never-married;United-States;White;Bachelors;40;0;Private
12431;43;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12432;40;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
12433;41;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12434;23;Male;Never-married;United-States;White;Some-college;40;0;Private
12435;59;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Federal-gov
12436;20;Male;Never-married;United-States;White;HS-grad;35;0;Private
12437;21;Male;Never-married;United-States;White;HS-grad;40;0;Private
12439;44;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Self-emp-inc
12440;31;Male;Married-civ-spouse;United-States;White;Bachelors;48;0;Self-emp-not-inc
12441;50;Male;Never-married;United-States;White;Bachelors;45;4416;Self-emp-not-inc
12442;54;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
12443;28;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
12444;34;Male;Divorced;United-States;White;HS-grad;40;0;Private
12445;46;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
12446;28;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Self-emp-inc
12447;23;Male;Never-married;United-States;Black;HS-grad;40;0;Private
12448;29;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12449;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12450;41;Male;Married-civ-spouse;United-States;White;Some-college;50;7688;Self-emp-not-inc
12452;35;Male;Married-civ-spouse;United-States;White;Masters;55;7688;Self-emp-not-inc
12453;20;Male;Married-civ-spouse;United-States;Other;HS-grad;40;0;Private
12454;42;Female;Divorced;United-States;White;Masters;16;2354;Private
12455;56;Female;Married-civ-spouse;United-States;White;7th-8th;45;5013;Private
12456;31;Male;Never-married;United-States;White;Bachelors;45;0;Private
12457;23;Male;Never-married;United-States;White;HS-grad;50;0;Private
12458;60;Male;Never-married;United-States;White;HS-grad;40;0;Private
12459;28;Male;Never-married;United-States;White;Some-college;40;0;Private
12460;32;Male;Married-civ-spouse;United-States;White;Some-college;60;0;Private
